weight,dob,height,player,link,team,position,color
86,12-08-1986,177,Chris Adams,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5441/seasonid/41/default.aspx,brisbane,Interchange,#bc855d
108,08-01-1986,189,Scott Anderson,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/534/seasonid/41/default.aspx,brisbane,Interchange,#bb8e75
90,12-07-1995,186,Jai Arrow,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5526/seasonid/41/default.aspx,brisbane,null
102,09-10-1994,183,Levi Aumua,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5541/seasonid/41/default.aspx,brisbane,null
87,15-03-1991,175,Kurt Baptiste,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1359/seasonid/41/default.aspx,brisbane,Hooker,#e8b196
88,01-06-1995,174,Jayden Berrell,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5509/seasonid/41/default.aspx,brisbane,null
89,23-12-1990,184,Delroy Berryman,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1635/seasonid/41/default.aspx,brisbane,null
75,04-09-1988,176,Joe Bond,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/6412/seasonid/41/default.aspx,brisbane,null,#976a61
78,12-08-1995,180,Paul Byrnes,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5549/seasonid/41/default.aspx,brisbane,null
94,12-07-1993,188,Kurt Capewell,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5501/seasonid/41/default.aspx,brisbane,null
90,06-02-1989,175,Luke Capewell,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/640/seasonid/41/default.aspx,brisbane,Interchange,#d8a292
97,12-01-1995,187,Tyson Cleal,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5553/seasonid/41/default.aspx,brisbane,null
106,29-11-1993,184,Stephen Coombe,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/2121/seasonid/41/default.aspx,brisbane,null
98,29-07-1991,184,Dale Copley,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/722/seasonid/41/default.aspx,brisbane,Centre,#b08c87
80,09-09-1993,170,Cameron Cullen,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/2225/seasonid/41/default.aspx,brisbane,null
97,21-02-1983,185,Luke Dalziel-Don,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/6006/seasonid/41/default.aspx,brisbane,null
96,05-04-1995,183,Jarryd Dodd,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5560/seasonid/41/default.aspx,brisbane,null
107,03-07-1989,185,Mitchell Dodds,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/804/seasonid/41/default.aspx,brisbane,Interchange,#ae8382
95,26-01-1995,183,Jordan Drew,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5562/seasonid/41/default.aspx,brisbane,Winger,#b68685
85,09-11-1994,188,Dwayne Duncan,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5563/seasonid/41/default.aspx,brisbane,null
102,20-03-1993,190,Joseph Forrester,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5278/seasonid/41/default.aspx,brisbane,null
95,05-04-1993,180,Benjamin Garcia,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5573/seasonid/41/default.aspx,brisbane,null
94,27-04-1985,184,Liam Georgetown,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/558/seasonid/41/default.aspx,brisbane,null
106,09-10-1988,185,Brendon Gibb,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1055/seasonid/41/default.aspx,brisbane,Interchange,#b68f8f
103,12-08-1988,187,Matt Gillett,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/815/seasonid/41/default.aspx,brisbane,Second Row Forward,#b18685
102,31-07-1988,181,Alex Glenn,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/734/seasonid/41/default.aspx,brisbane,Second Row Forward,#a67a73
84,07-02-1989,172,Jake Granville,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1435/seasonid/41/default.aspx,brisbane,Interchange
90,03-03-1994,190,Brett Greinke,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5466/seasonid/41/default.aspx,brisbane,null
113,25-10-1989,187,David Hala,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/737/seasonid/41/default.aspx,brisbane,Interchange,#a47772
106,31-12-1984,183,Ben Hannant,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/128/seasonid/41/default.aspx,brisbane,Interchange,#ac8786
98,25-05-1982,190,Justin Hodges,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/146/seasonid/41/default.aspx,brisbane,Centre,#a26d6b
93,10-03-1988,183,Josh Hoffman,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/657/seasonid/41/default.aspx,brisbane,Winger,#9e6f6a
80,23-06-1994,180,Jake Hughes,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5582/seasonid/41/default.aspx,brisbane,null
89,27-03-1990,178,Ben Hunt,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/740/seasonid/41/default.aspx,brisbane,Interchange,#b18b86
95,28-01-1991,183,Jordan Kahu,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1108/seasonid/41/default.aspx,brisbane,Centre,#d6b69f
92,11-05-1987,180,Denan Kemp,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/573/seasonid/41/default.aspx,brisbane,Full Back
100,12-03-1994,183,Brandon Lee,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5385/seasonid/41/default.aspx,brisbane,null
108,16-02-1990,182,Dunamis Lui,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/834/seasonid/41/default.aspx,brisbane,Interchange,#a8684c
90,09-01-1995,185,Cade Maloney,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5604/seasonid/41/default.aspx,brisbane,null
95,17-04-1992,187,Lachlan Maranta,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1763/seasonid/41/default.aspx,brisbane,Winger,#ab8583
91,05-05-1995,182,Brendon McBryde,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5610/seasonid/41/default.aspx,brisbane,null
92,30-01-1990,186,Andrew McCullough,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/675/seasonid/41/default.aspx,brisbane,Hooker,#a88585
106,02-03-1990,180,Josh McGuire,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/758/seasonid/41/default.aspx,brisbane,Prop,#b9928e
81,21-05-1994,184,David McKenna,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5612/seasonid/41/default.aspx,brisbane,null
96,29-01-1991,178,Chris McLean,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1492/seasonid/41/default.aspx,brisbane,null
107,03-09-1994,183,Francis Molo,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5194/seasonid/41/default.aspx,brisbane,null,#7c4433
80,03-04-1994,174,Kodi Nikorima,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5312/seasonid/41/default.aspx,brisbane,null,#a16859
97,03-02-1991,185,Corey Norman,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/844/seasonid/41/default.aspx,brisbane,Full Back,#b77e6d
105,20-10-1994,192,Corey Oates,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5198/seasonid/41/default.aspx,brisbane,Interchange,#a88886
105,15-09-1995,187,Jo Ofahengaue,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5622/seasonid/41/default.aspx,brisbane,null
null,28-05-1993,188,Michael O'Keefe,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5623/seasonid/41/default.aspx,brisbane,null
87,07-09-1994,182,Tom Opacic,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5624/seasonid/41/default.aspx,brisbane,null
81,09-02-1995,178,Chris Ostwald,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5625/seasonid/41/default.aspx,brisbane,null
91,20-01-1995,180,Duncan Paia'Aua,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5626/seasonid/41/default.aspx,brisbane,null
96,08-12-1994,184,Soape Palau,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5387/seasonid/41/default.aspx,brisbane,null
102,05-05-1982,188,Corey Parker,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/266/seasonid/41/default.aspx,brisbane,Lock Forward,#a8807e
104,03-03-1993,186,Travis Peeters,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5199/seasonid/41/default.aspx,brisbane,null
101,19-02-1995,184,Harry Pondekas,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5630/seasonid/41/default.aspx,brisbane,null
83,27-02-1980,177,Scott Prince,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/287/seasonid/41/default.aspx,brisbane,Five-eighth,#a26954
98,15-07-1988,182,Jack Reed,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/2111/seasonid/41/default.aspx,brisbane,Centre,#b08d8f
108,16-02-1994,190,Aaron Rockley,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5639/seasonid/41/default.aspx,brisbane,null
91,02-05-1995,192,Jack Schaffer,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5642/seasonid/41/default.aspx,brisbane,null
108,24-02-1995,191,Richard Skelton,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5646/seasonid/41/default.aspx,brisbane,null
107,02-11-1988,188,Nick Slyney,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/695/seasonid/41/default.aspx,brisbane,Interchange,#a86f63
98,18-10-1983,183,David Stagg,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/349/seasonid/41/default.aspx,brisbane,Interchange,#ab8686
104,03-05-1990,190,Lama Tasi,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1583/seasonid/41/default.aspx,brisbane,Interchange,#884e30
81,17-03-1995,181,Ashley Taylor,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5652/seasonid/41/default.aspx,brisbane,null,#b6817a
112,12-06-1985,181,Sam Thaiday,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/367/seasonid/41/default.aspx,brisbane,Prop,#9c6c64
108,22-02-1994,190,Caleb Timu,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5332/seasonid/41/default.aspx,brisbane,null
106,23-07-1991,189,Jarrod Wallace,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1855/seasonid/41/default.aspx,brisbane,Interchange,#a36f6e
88,16-10-1985,177,Peter Wallace,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/396/seasonid/41/default.aspx,brisbane,Half Back,#ebbfb4
97,03-05-1992,186,Aaron Whitchurch,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/1859/seasonid/41/default.aspx,brisbane,Winger,#dbb09b
87,03-10-1994,178,Francis Winterstein,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/5665/seasonid/41/default.aspx,brisbane,null
99,22-12-1989,187,Jharal Yow Yeh,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/1/playerid/797/seasonid/41/default.aspx,brisbane,Winger,#ae7960
84,24-02-1993,187,Jack Ahearn,http://www.nrl.com/telstrapremiership/playerstats/playerprofile/tabid/10898/clubid/2/playerid/2306/seasonid/41/default.aspx,canberra,null,#e4aa96
