weight,dob,height,player,link,team,position,color
103,24-06-1988,182,Chris Alcock,http://www.foxsports.com.au/rugby/player?id=3934&name=chris-alcock&team=50017,westernforce,Flanker,#d17d61
115,28-09-1990,204,Phoenix Battye,http://www.foxsports.com.au/rugby/player?id=4710&name=phoenix-battye&team=50017,westernforce,Flanker,#e0978c
103,28-08-1984,189,Richard Brown,http://www.foxsports.com.au/rugby/player?id=978&name=richard-brown&team=50017,westernforce,Number 8
104,09-01-1989,183,Nathan Charles,http://www.foxsports.com.au/rugby/player?id=4020&name=nathan-charles&team=50017,westernforce,Hooker,#da836b
105,20-11-1989,191,Angus Cottrell,http://www.foxsports.com.au/rugby/player?id=8066&name=angus-cottrell&team=50017,westernforce,Flanker,#d57869
116,02-06-1986,185,Pek Cowan,http://www.foxsports.com.au/rugby/player?id=980&name=pek-cowan&team=50017,westernforce,Prop
117,26-07-1988,178,Tetera Faulkner,http://www.foxsports.com.au/rugby/player?id=4755&name=tetera-faulkner&team=50017,westernforce,Prop,#ca6e48
108,21-05-1989,184,James Hilterbrand,http://www.foxsports.com.au/rugby/player?id=8448&name=james-hilterbrand&team=50017,westernforce,Prop
103,25-06-1981,185,Matt Hodgson,http://www.foxsports.com.au/rugby/player?id=1244&name=matt-hodgson&team=50017,westernforce,Flanker,#d07d66
113,20-12-1985,181,Kieran Longbottom,http://www.foxsports.com.au/rugby/player?id=2178&name=kieran-longbottom&team=50017,westernforce,Prop,#cd725b
113,06-10-1984,197,Toby Lynn,http://www.foxsports.com.au/rugby/player?id=1431&name=toby-lynn&team=50017,westernforce,Lock
118,22-03-1983,184,Salesi Ma'afu,http://www.foxsports.com.au/rugby/player?id=968&name=salesi-ma'afu&team=50017,westernforce,Prop
122,26-09-1990,185,Salesi Manu,http://www.foxsports.com.au/rugby/player?id=8101&name=salesi-manu&team=50017,westernforce,Prop
108,17-03-1990,194,Locky McCaffrey,http://www.foxsports.com.au/rugby/player?id=3997&name=locky-mccaffrey&team=50017,westernforce,Flanker
114,01-11-1983,200,Hugh McMeniman,http://www.foxsports.com.au/rugby/player?id=1195&name=hugh-mcmeniman&team=50017,westernforce,Flanker,#d17765
105,03-03-1984,182,Heath Tessmann,http://www.foxsports.com.au/rugby/player?id=4683&name=heath-tessmann&team=50017,westernforce,Hooker
111,11-04-1989,195,Rory Walton,http://www.foxsports.com.au/rugby/player?id=8450&name=rory-walton&team=50017,westernforce,Lock,#d68b7a
113,10-10-1989,189,Ben Whittaker,http://www.foxsports.com.au/rugby/player?id=3574&name=ben-whittaker&team=50017,westernforce,Hooker
111,25-04-1988,197,Sam Wykes,http://www.foxsports.com.au/rugby/player?id=2181&name=sam-wykes&team=50017,westernforce,Lock
99,05-10-1987,189,Nick Cummins,http://www.foxsports.com.au/rugby/player?id=2175&name=nick-cummins&team=50017,westernforce,Wing,#e27f66
100,21-08-1986,192,Pat Dellit,http://www.foxsports.com.au/rugby/player?id=4693&name=pat-dellit&team=50017,westernforce,Wing
94,29-03-1984,175,Chris Eaton,http://www.foxsports.com.au/rugby/player?id=4677&name=chris-eaton&team=50017,hurricanes,Scrum Half
83,23-02-1989,176,Sias Ebersohn,http://www.foxsports.com.au/rugby/player?id=3996&name=sias-ebersohn&team=50017,westernforce,Fullback,#ce765f
87,30-07-1992,187,Kyle Godwin,http://www.foxsports.com.au/rugby/player?id=8092&name=kyle-godwin&team=50017,westernforce,Fly Half,#b66448
95,11-08-1987,185,Jayden Hayward,http://www.foxsports.com.au/rugby/player?id=3488&name=jayden-hayward&team=50017,westernforce,Centre,#d07d5f
98,17-05-1982,185,Ben Jacobs,http://www.foxsports.com.au/rugby/player?id=1361&name=ben-jacobs&team=50017,westernforce,Centre,#d6af86
95,08-06-1988,182,Alfie Mafi,http://www.foxsports.com.au/rugby/player?id=2170&name=alfie-mafi&team=50017,westernforce,Centre
93,13-12-1985,173,Alby Mathewson,http://www.foxsports.com.au/rugby/player?id=1446&name=alby-mathewson&team=50017,westernforce,Scrum Half,#da7a68
88,02-12-1983,188,Sam Norton-Knight,http://www.foxsports.com.au/rugby/player?id=919&name=sam-norton-knight&team=50017,westernforce,Centre
102,09-04-1991,184,Junior Rasolea,http://www.foxsports.com.au/rugby/player?id=8443&name=junior-rasolea&team=50017,westernforce,Centre,#a24b2e
90,16-09-1979,173,Brett Sheehan,http://www.foxsports.com.au/rugby/player?id=1167&name=brett-sheehan&team=50017,westernforce,Scrum Half
91,18-12-1987,184,Mick Snowden,http://www.foxsports.com.au/rugby/player?id=8449&name=mick-snowden&team=50017,westernforce,Scrum Half
95,11-02-1989,184,Winston Stanley,http://www.foxsports.com.au/rugby/player?id=3558&name=winston-stanley&team=50017,westernforce,Centre
94,02-02-1989,184,Ed Stubbs,http://www.foxsports.com.au/rugby/player?id=4022&name=ed-stubbs&team=50017,westernforce,Centre,#df7f6e
100,11-09-1986,189,Chris Tuatara-Morrison,http://www.foxsports.com.au/rugby/player?id=8446&name=chris-tuatara-morrison&team=50017,westernforce,Centre,#d7866c
104,20-07-1990,195,Will Tupou,http://www.foxsports.com.au/rugby/player?id=7901&name=will-tupou&team=50017,westernforce,Centre
120,25-04-1987,191,Richard Aho,http://www.foxsports.com.au/rugby/player?id=8637&name=richard-aho&team=50004,waratahs,Prop
117,12-08-1988,200,Oliver Atkins,http://www.foxsports.com.au/rugby/player?id=8157&name=oliver-atkins&team=50004,waratahs,Lock
110,15-03-1983,197,Mitchell Chapman,http://www.foxsports.com.au/rugby/player?id=1197&name=mitchell-chapman&team=50004,waratahs,Lock,#df8970
122,07-10-1991,204,Adam Coleman,http://www.foxsports.com.au/rugby/player?id=8638&name=adam-coleman&team=50004,waratahs,Lock,#cd6d49
113,10-01-1986,192,Dave Dennis,http://www.foxsports.com.au/rugby/player?id=1495&name=dave-dennis&team=50004,waratahs,Flanker,#d37d65
122,01-06-1989,202,Kane Douglas,http://www.foxsports.com.au/rugby/player?id=3984&name=kane-douglas&team=50004,waratahs,Lock,#d97e6b
106,08-06-1989,183,Damien Fitzpatrick,http://www.foxsports.com.au/rugby/player?id=3568&name=damien-fitzpatrick&team=50004,waratahs,Hooker
104,19-06-1987,182,AJ Gilbert,http://www.foxsports.com.au/rugby/player?id=1395&name=aj-gilbert&team=50004,waratahs,Flanker
109,02-11-1992,195,Jed Holloway,http://www.foxsports.com.au/rugby/player?id=8437&name=jed-holloway&team=50004,waratahs,Lock,#e59786
106,14-11-1983,184,Luke Holmes,http://www.foxsports.com.au/rugby/player?id=983&name=luke-holmes&team=50004,waratahs,Hooker
97,29-10-1991,182,Michael Hooper,http://www.foxsports.com.au/rugby/player?id=4016&name=michael-hooper&team=50004,waratahs,Flanker,#dc846f
120,05-02-1986,188,Sekope Kepu,http://www.foxsports.com.au/rugby/player?id=2173&name=sekope-kepu&team=50004,waratahs,Prop
105,24-06-1987,187,Patrick McCutcheon,http://www.foxsports.com.au/rugby/player?id=4029&name=patrick-mccutcheon&team=50004,waratahs,Flanker
118,27-07-1982,194,Wycliff Palu,http://www.foxsports.com.au/rugby/player?id=1257&name=wycliff-palu&team=50004,waratahs,Number 8,#9f5a3c
122,23-03-1990,204,Greg Peterson,http://www.foxsports.com.au/rugby/player?id=7891&name=greg-peterson&team=50004,waratahs,Lock,#de846d
113,26-07-1985,181,Tatafu Polota-Nau,http://www.foxsports.com.au/rugby/player?id=966&name=tatafu-polota-nau&team=50004,waratahs,Hooker,#c76842
113,19-07-1984,183,Benn Robinson,http://www.foxsports.com.au/rugby/player?id=1258&name=benn-robinson&team=50004,waratahs,Prop,#d17f68
120,09-08-1988,189,Paddy Ryan,http://www.foxsports.com.au/rugby/player?id=4691&name=paddy-ryan&team=50004,waratahs,Prop,#d57a5e
135,03-05-1992,203,Will Skelton,http://www.foxsports.com.au/rugby/player?id=8494&name=will-skelton&team=50004,waratahs,Lock,#b3643d
120,02-06-1986,190,Jeremy Tilse,http://www.foxsports.com.au/rugby/player?id=2172&name=jeremy-tilse&team=50004,waratahs,Prop,#cc7557
